"disease"	"admin1"	"week"	"year"	"cases"	"admin1_name"
"977"	"ZIKV"	66	23	2016	20	"Risaralda"
"978"	"ZIKV"	68	23	2016	357	"Santander"
"979"	"ZIKV"	70	23	2016	2	"Sucre"
"980"	"ZIKV"	73	23	2016	46	"Tolima"
"981"	"ZIKV"	76	23	2016	854	"Valle del Cauca"
"982"	"ZIKV"	81	23	2016	73	"Arauca"
"983"	"ZIKV"	85	23	2016	190	"Casanare"
"984"	"ZIKV"	86	23	2016	2	"Putumayo"
"985"	"ZIKV"	91	23	2016	2	"Amazonas"
"986"	"ZIKV"	95	23	2016	5	"Guaviare"
"987"	"ZIKV"	99	23	2016	3	"Vichada"
"988"	"ZIKV"	5	24	2016	28	"Antioquia"
"989"	"ZIKV"	8	24	2016	9	"Atlantico"
"990"	"ZIKV"	13	24	2016	13	"Bolivar"
"991"	"ZIKV"	15	24	2016	7	"Boyaca"
"992"	"ZIKV"	17	24	2016	7	"Caldas"
"993"	"ZIKV"	18	24	2016	2	"Caqueta"
"994"	"ZIKV"	19	24	2016	14	"Cauca"
"995"	"ZIKV"	20	24	2016	7	"Cesar"
"996"	"ZIKV"	25	24	2016	31	"Cundinamarca"
"997"	"ZIKV"	27	24	2016	1	"Choco"
"998"	"ZIKV"	41	24	2016	18	"Huila"
"999"	"ZIKV"	47	24	2016	14	"Magdalena"
"1000"	"ZIKV"	50	24	2016	88	"Meta"
"1001"	"ZIKV"	54	24	2016	38	"Norte Santander"
"1002"	"ZIKV"	63	24	2016	5	"Quindio"
"1003"	"ZIKV"	66	24	2016	25	"Risaralda"
"1004"	"ZIKV"	68	24	2016	270	"Santander"
"1005"	"ZIKV"	70	24	2016	7	"Sucre"
"1006"	"ZIKV"	73	24	2016	41	"Tolima"
"1007"	"ZIKV"	76	24	2016	745	"Valle del Cauca"
"1008"	"ZIKV"	81	24	2016	42	"Arauca"
"1009"	"ZIKV"	85	24	2016	138	"Casanare"
"1010"	"ZIKV"	86	24	2016	4	"Putumayo"
"1011"	"ZIKV"	88	24	2016	2	"San Andres"
"1012"	"ZIKV"	91	24	2016	3	"Amazonas"
"1013"	"ZIKV"	95	24	2016	4	"Guaviare"
"1014"	"ZIKV"	99	24	2016	3	"Vichada"
"1015"	"ZIKV"	5	25	2016	19	"Antioquia"
"1016"	"ZIKV"	8	25	2016	16	"Atlantico"
"1017"	"ZIKV"	13	25	2016	8	"Bolivar"
"1018"	"ZIKV"	15	25	2016	2	"Boyaca"
"1019"	"ZIKV"	17	25	2016	9	"Caldas"
"1020"	"ZIKV"	18	25	2016	7	"Caqueta"
"1021"	"ZIKV"	19	25	2016	14	"Cauca"
"1022"	"ZIKV"	20	25	2016	8	"Cesar"
"1023"	"ZIKV"	23	25	2016	4	"Cordoba"
"1024"	"ZIKV"	25	25	2016	20	"Cundinamarca"
"1025"	"ZIKV"	27	25	2016	1	"Choco"
"1026"	"ZIKV"	41	25	2016	19	"Huila"
"1027"	"ZIKV"	44	25	2016	1	"Guajira"
"1028"	"ZIKV"	47	25	2016	16	"Magdalena"
"1029"	"ZIKV"	50	25	2016	81	"Meta"
"1030"	"ZIKV"	52	25	2016	2	"Narino"
"1031"	"ZIKV"	54	25	2016	33	"Norte Santander"
"1032"	"ZIKV"	63	25	2016	7	"Quindio"
"1033"	"ZIKV"	66	25	2016	23	"Risaralda"
"1034"	"ZIKV"	68	25	2016	236	"Santander"
"1035"	"ZIKV"	70	25	2016	2	"Sucre"
"1036"	"ZIKV"	73	25	2016	27	"Tolima"
"1037"	"ZIKV"	76	25	2016	637	"Valle del Cauca"
"1038"	"ZIKV"	81	25	2016	29	"Arauca"
"1039"	"ZIKV"	85	25	2016	110	"Casanare"
"1040"	"ZIKV"	86	25	2016	6	"Putumayo"
"1041"	"ZIKV"	88	25	2016	1	"San Andres"
"1042"	"ZIKV"	91	25	2016	1	"Amazonas"
"1043"	"ZIKV"	95	25	2016	1	"Guaviare"
"1044"	"ZIKV"	99	25	2016	7	"Vichada"
"1045"	"ZIKV"	5	26	2016	17	"Antioquia"
"1046"	"ZIKV"	8	26	2016	12	"Atlantico"
"1047"	"ZIKV"	13	26	2016	7	"Bolivar"
"1048"	"ZIKV"	15	26	2016	6	"Boyaca"
"1049"	"ZIKV"	17	26	2016	5	"Caldas"
"1050"	"ZIKV"	18	26	2016	2	"Caqueta"
"1051"	"ZIKV"	19	26	2016	3	"Cauca"
"1052"	"ZIKV"	20	26	2016	3	"Cesar"
"1053"	"ZIKV"	23	26	2016	2	"Cordoba"
"1054"	"ZIKV"	25	26	2016	7	"Cundinamarca"
"1055"	"ZIKV"	27	26	2016	1	"Choco"
"1056"	"ZIKV"	41	26	2016	16	"Huila"
"1057"	"ZIKV"	47	26	2016	13	"Magdalena"
"1058"	"ZIKV"	50	26	2016	58	"Meta"
"1059"	"ZIKV"	52	26	2016	1	"Narino"
"1060"	"ZIKV"	54	26	2016	15	"Norte Santander"
"1061"	"ZIKV"	63	26	2016	10	"Quindio"
"1062"	"ZIKV"	66	26	2016	22	"Risaralda"
"1063"	"ZIKV"	68	26	2016	196	"Santander"
"1064"	"ZIKV"	70	26	2016	3	"Sucre"
"1065"	"ZIKV"	73	26	2016	35	"Tolima"
"1066"	"ZIKV"	76	26	2016	486	"Valle del Cauca"
"1067"	"ZIKV"	81	26	2016	16	"Arauca"
"1068"	"ZIKV"	85	26	2016	46	"Casanare"
"1069"	"ZIKV"	86	26	2016	2	"Putumayo"
"1070"	"ZIKV"	95	26	2016	3	"Guaviare"
"1071"	"ZIKV"	99	26	2016	1	"Vichada"
"1072"	"ZIKV"	5	27	2016	22	"Antioquia"
"1073"	"ZIKV"	8	27	2016	15	"Atlantico"
"1074"	"ZIKV"	13	27	2016	1	"Bolivar"
"1075"	"ZIKV"	15	27	2016	4	"Boyaca"
"1076"	"ZIKV"	17	27	2016	4	"Caldas"
"1077"	"ZIKV"	18	27	2016	3	"Caqueta"
"1078"	"ZIKV"	19	27	2016	5	"Cauca"
"1079"	"ZIKV"	20	27	2016	12	"Cesar"
"1080"	"ZIKV"	23	27	2016	3	"Cordoba"
"1081"	"ZIKV"	25	27	2016	16	"Cundinamarca"
"1082"	"ZIKV"	41	27	2016	26	"Huila"
"1083"	"ZIKV"	44	27	2016	4	"Guajira"
"1084"	"ZIKV"	47	27	2016	9	"Magdalena"
"1085"	"ZIKV"	50	27	2016	56	"Meta"
"1086"	"ZIKV"	52	27	2016	2	"Narino"
"1087"	"ZIKV"	54	27	2016	22	"Norte Santander"
"1088"	"ZIKV"	63	27	2016	5	"Quindio"
"1089"	"ZIKV"	66	27	2016	14	"Risaralda"
"1090"	"ZIKV"	68	27	2016	166	"Santander"
"1091"	"ZIKV"	70	27	2016	1	"Sucre"
"1092"	"ZIKV"	73	27	2016	20	"Tolima"
"1093"	"ZIKV"	76	27	2016	428	"Valle del Cauca"
"1094"	"ZIKV"	81	27	2016	24	"Arauca"
"1095"	"ZIKV"	85	27	2016	75	"Casanare"
"1096"	"ZIKV"	88	27	2016	1	"San Andres"
"1097"	"ZIKV"	95	27	2016	4	"Guaviare"
"1098"	"ZIKV"	97	27	2016	1	"Vaupes"
"1099"	"ZIKV"	5	28	2016	22	"Antioquia"
"1100"	"ZIKV"	8	28	2016	25	"Atlantico"
"1101"	"ZIKV"	13	28	2016	5	"Bolivar"
"1102"	"ZIKV"	15	28	2016	5	"Boyaca"
"1103"	"ZIKV"	17	28	2016	5	"Caldas"
"1104"	"ZIKV"	18	28	2016	3	"Caqueta"
"1105"	"ZIKV"	19	28	2016	6	"Cauca"
"1106"	"ZIKV"	20	28	2016	13	"Cesar"
"1107"	"ZIKV"	23	28	2016	2	"Cordoba"
"1108"	"ZIKV"	25	28	2016	12	"Cundinamarca"
"1109"	"ZIKV"	41	28	2016	12	"Huila"
"1110"	"ZIKV"	44	28	2016	1	"Guajira"
"1111"	"ZIKV"	47	28	2016	5	"Magdalena"
"1112"	"ZIKV"	50	28	2016	43	"Meta"
"1113"	"ZIKV"	52	28	2016	1	"Narino"
"1114"	"ZIKV"	54	28	2016	36	"Norte Santander"
"1115"	"ZIKV"	63	28	2016	2	"Quindio"
"1116"	"ZIKV"	66	28	2016	6	"Risaralda"
"1117"	"ZIKV"	68	28	2016	198	"Santander"
"1118"	"ZIKV"	70	28	2016	1	"Sucre"
"1119"	"ZIKV"	73	28	2016	22	"Tolima"
"1120"	"ZIKV"	76	28	2016	296	"Valle del Cauca"
"1121"	"ZIKV"	81	28	2016	16	"Arauca"
"1122"	"ZIKV"	85	28	2016	45	"Casanare"
"1123"	"ZIKV"	86	28	2016	2	"Putumayo"
"1124"	"ZIKV"	88	28	2016	2	"San Andres"
"1125"	"ZIKV"	95	28	2016	2	"Guaviare"
"1126"	"ZIKV"	99	28	2016	3	"Vichada"
"1127"	"ZIKV"	5	29	2016	25	"Antioquia"
"1128"	"ZIKV"	8	29	2016	11	"Atlantico"
"1129"	"ZIKV"	13	29	2016	8	"Bolivar"
"1130"	"ZIKV"	17	29	2016	1	"Caldas"
"1131"	"ZIKV"	18	29	2016	5	"Caqueta"
"1132"	"ZIKV"	19	29	2016	4	"Cauca"
"1133"	"ZIKV"	20	29	2016	5	"Cesar"
"1134"	"ZIKV"	23	29	2016	3	"Cordoba"
"1135"	"ZIKV"	25	29	2016	16	"Cundinamarca"
"1136"	"ZIKV"	41	29	2016	13	"Huila"
"1137"	"ZIKV"	44	29	2016	2	"Guajira"
"1138"	"ZIKV"	47	29	2016	7	"Magdalena"
"1139"	"ZIKV"	50	29	2016	24	"Meta"
"1140"	"ZIKV"	54	29	2016	24	"Norte Santander"
"1141"	"ZIKV"	66	29	2016	12	"Risaralda"
"1142"	"ZIKV"	68	29	2016	125	"Santander"
"1143"	"ZIKV"	70	29	2016	2	"Sucre"
"1144"	"ZIKV"	73	29	2016	23	"Tolima"
"1145"	"ZIKV"	76	29	2016	243	"Valle del Cauca"
"1146"	"ZIKV"	81	29	2016	14	"Arauca"
"1147"	"ZIKV"	85	29	2016	31	"Casanare"
"1148"	"ZIKV"	86	29	2016	1	"Putumayo"
"1149"	"ZIKV"	97	29	2016	1	"Vaupes"
"1150"	"ZIKV"	99	29	2016	3	"Vichada"
"1151"	"ZIKV"	5	30	2016	13	"Antioquia"
"1152"	"ZIKV"	8	30	2016	17	"Atlantico"
"1153"	"ZIKV"	13	30	2016	6	"Bolivar"
"1154"	"ZIKV"	15	30	2016	3	"Boyaca"
"1155"	"ZIKV"	17	30	2016	2	"Caldas"
"1156"	"ZIKV"	18	30	2016	4	"Caqueta"
"1157"	"ZIKV"	19	30	2016	3	"Cauca"
"1158"	"ZIKV"	20	30	2016	9	"Cesar"
"1159"	"ZIKV"	23	30	2016	4	"Cordoba"
"1160"	"ZIKV"	25	30	2016	13	"Cundinamarca"
"1161"	"ZIKV"	27	30	2016	1	"Choco"
"1162"	"ZIKV"	41	30	2016	9	"Huila"
"1163"	"ZIKV"	44	30	2016	1	"Guajira"
"1164"	"ZIKV"	47	30	2016	5	"Magdalena"
"1165"	"ZIKV"	50	30	2016	31	"Meta"
"1166"	"ZIKV"	52	30	2016	1	"Narino"
"1167"	"ZIKV"	54	30	2016	22	"Norte Santander"
"1168"	"ZIKV"	63	30	2016	2	"Quindio"
"1169"	"ZIKV"	66	30	2016	8	"Risaralda"
"1170"	"ZIKV"	68	30	2016	117	"Santander"
"1171"	"ZIKV"	70	30	2016	3	"Sucre"
"1172"	"ZIKV"	73	30	2016	15	"Tolima"
"1173"	"ZIKV"	76	30	2016	238	"Valle del Cauca"
"1174"	"ZIKV"	81	30	2016	9	"Arauca"
"1175"	"ZIKV"	85	30	2016	21	"Casanare"
"1176"	"ZIKV"	86	30	2016	1	"Putumayo"
"1177"	"ZIKV"	88	30	2016	2	"San Andres"
"1178"	"ZIKV"	95	30	2016	2	"Guaviare"
"1179"	"ZIKV"	97	30	2016	1	"Vaupes"
"1180"	"ZIKV"	5	31	2016	13	"Antioquia"
"1181"	"ZIKV"	8	31	2016	13	"Atlantico"
"1182"	"ZIKV"	13	31	2016	2	"Bolivar"
"1183"	"ZIKV"	15	31	2016	3	"Boyaca"
"1184"	"ZIKV"	18	31	2016	2	"Caqueta"
"1185"	"ZIKV"	19	31	2016	2	"Cauca"
"1186"	"ZIKV"	20	31	2016	6	"Cesar"
"1187"	"ZIKV"	23	31	2016	2	"Cordoba"
"1188"	"ZIKV"	25	31	2016	7	"Cundinamarca"
"1189"	"ZIKV"	41	31	2016	6	"Huila"
"1190"	"ZIKV"	44	31	2016	1	"Guajira"
"1191"	"ZIKV"	47	31	2016	5	"Magdalena"
"1192"	"ZIKV"	50	31	2016	20	"Meta"
"1193"	"ZIKV"	52	31	2016	4	"Narino"
"1194"	"ZIKV"	54	31	2016	21	"Norte Santander"
"1195"	"ZIKV"	63	31	2016	2	"Quindio"
"1196"	"ZIKV"	66	31	2016	12	"Risaralda"
"1197"	"ZIKV"	68	31	2016	79	"Santander"
"1198"	"ZIKV"	70	31	2016	2	"Sucre"
"1199"	"ZIKV"	73	31	2016	10	"Tolima"
"1200"	"ZIKV"	76	31	2016	185	"Valle del Cauca"
"1201"	"ZIKV"	81	31	2016	5	"Arauca"
"1202"	"ZIKV"	85	31	2016	12	"Casanare"
"1203"	"ZIKV"	86	31	2016	4	"Putumayo"
"1204"	"ZIKV"	88	31	2016	2	"San Andres"
"1205"	"ZIKV"	99	31	2016	1	"Vichada"
"1206"	"ZIKV"	5	32	2016	13	"Antioquia"
"1207"	"ZIKV"	8	32	2016	10	"Atlantico"
"1208"	"ZIKV"	13	32	2016	2	"Bolivar"
"1209"	"ZIKV"	15	32	2016	1	"Boyaca"
"1210"	"ZIKV"	17	32	2016	5	"Caldas"
"1211"	"ZIKV"	18	32	2016	3	"Caqueta"
"1212"	"ZIKV"	19	32	2016	1	"Cauca"
"1213"	"ZIKV"	20	32	2016	4	"Cesar"
"1214"	"ZIKV"	25	32	2016	4	"Cundinamarca"
"1215"	"ZIKV"	41	32	2016	6	"Huila"
"1216"	"ZIKV"	44	32	2016	1	"Guajira"
"1217"	"ZIKV"	47	32	2016	1	"Magdalena"
"1218"	"ZIKV"	50	32	2016	17	"Meta"
"1219"	"ZIKV"	52	32	2016	2	"Narino"
"1220"	"ZIKV"	54	32	2016	13	"Norte Santander"
"1221"	"ZIKV"	63	32	2016	2	"Quindio"
"1222"	"ZIKV"	66	32	2016	4	"Risaralda"
"1223"	"ZIKV"	68	32	2016	69	"Santander"
"1224"	"ZIKV"	70	32	2016	1	"Sucre"
"1225"	"ZIKV"	73	32	2016	10	"Tolima"
"1226"	"ZIKV"	76	32	2016	153	"Valle del Cauca"
"1227"	"ZIKV"	81	32	2016	6	"Arauca"
"1228"	"ZIKV"	85	32	2016	6	"Casanare"
"1229"	"ZIKV"	86	32	2016	3	"Putumayo"
"1230"	"ZIKV"	88	32	2016	2	"San Andres"
"1231"	"ZIKV"	5	33	2016	8	"Antioquia"
"1232"	"ZIKV"	8	33	2016	7	"Atlantico"
"1233"	"ZIKV"	13	33	2016	4	"Bolivar"
"1234"	"ZIKV"	15	33	2016	1	"Boyaca"
"1235"	"ZIKV"	17	33	2016	3	"Caldas"
"1236"	"ZIKV"	18	33	2016	1	"Caqueta"
"1237"	"ZIKV"	19	33	2016	1	"Cauca"
"1238"	"ZIKV"	20	33	2016	2	"Cesar"
"1239"	"ZIKV"	23	33	2016	1	"Cordoba"
"1240"	"ZIKV"	25	33	2016	4	"Cundinamarca"
"1241"	"ZIKV"	41	33	2016	6	"Huila"
"1242"	"ZIKV"	44	33	2016	1	"Guajira"
"1243"	"ZIKV"	47	33	2016	1	"Magdalena"
"1244"	"ZIKV"	50	33	2016	19	"Meta"
"1245"	"ZIKV"	52	33	2016	1	"Narino"
"1246"	"ZIKV"	54	33	2016	14	"Norte Santander"
"1247"	"ZIKV"	63	33	2016	2	"Quindio"
"1248"	"ZIKV"	66	33	2016	12	"Risaralda"
"1249"	"ZIKV"	68	33	2016	61	"Santander"
"1250"	"ZIKV"	73	33	2016	14	"Tolima"
"1251"	"ZIKV"	76	33	2016	137	"Valle del Cauca"
"1252"	"ZIKV"	81	33	2016	5	"Arauca"
"1253"	"ZIKV"	85	33	2016	12	"Casanare"
"1254"	"ZIKV"	86	33	2016	1	"Putumayo"
"1255"	"ZIKV"	88	33	2016	3	"San Andres"
"1256"	"ZIKV"	99	33	2016	1	"Vichada"
"1257"	"ZIKV"	5	34	2016	10	"Antioquia"
"1258"	"ZIKV"	8	34	2016	5	"Atlantico"
"1259"	"ZIKV"	15	34	2016	1	"Boyaca"
"1260"	"ZIKV"	17	34	2016	7	"Caldas"
"1261"	"ZIKV"	18	34	2016	2	"Caqueta"
"1262"	"ZIKV"	19	34	2016	3	"Cauca"
"1263"	"ZIKV"	20	34	2016	4	"Cesar"
"1264"	"ZIKV"	23	34	2016	5	"Cordoba"
"1265"	"ZIKV"	25	34	2016	5	"Cundinamarca"
"1266"	"ZIKV"	41	34	2016	6	"Huila"
"1267"	"ZIKV"	44	34	2016	1	"Guajira"
"1268"	"ZIKV"	47	34	2016	1	"Magdalena"
"1269"	"ZIKV"	50	34	2016	14	"Meta"
"1270"	"ZIKV"	54	34	2016	20	"Norte Santander"
"1271"	"ZIKV"	63	34	2016	5	"Quindio"
"1272"	"ZIKV"	66	34	2016	8	"Risaralda"
"1273"	"ZIKV"	68	34	2016	51	"Santander"
"1274"	"ZIKV"	70	34	2016	1	"Sucre"
"1275"	"ZIKV"	73	34	2016	12	"Tolima"
"1276"	"ZIKV"	76	34	2016	100	"Valle del Cauca"
"1277"	"ZIKV"	85	34	2016	12	"Casanare"
"1278"	"ZIKV"	86	34	2016	1	"Putumayo"
"1279"	"ZIKV"	5	35	2016	9	"Antioquia"
"1280"	"ZIKV"	8	35	2016	9	"Atlantico"
"1281"	"ZIKV"	13	35	2016	3	"Bolivar"
"1282"	"ZIKV"	15	35	2016	1	"Boyaca"
"1283"	"ZIKV"	17	35	2016	1	"Caldas"
"1284"	"ZIKV"	19	35	2016	2	"Cauca"
"1285"	"ZIKV"	20	35	2016	2	"Cesar"
"1286"	"ZIKV"	23	35	2016	2	"Cordoba"
"1287"	"ZIKV"	25	35	2016	3	"Cundinamarca"
"1288"	"ZIKV"	27	35	2016	1	"Choco"
"1289"	"ZIKV"	41	35	2016	3	"Huila"
"1290"	"ZIKV"	47	35	2016	2	"Magdalena"
"1291"	"ZIKV"	50	35	2016	16	"Meta"
"1292"	"ZIKV"	52	35	2016	2	"Narino"
"1293"	"ZIKV"	54	35	2016	18	"Norte Santander"
"1294"	"ZIKV"	63	35	2016	1	"Quindio"
"1295"	"ZIKV"	66	35	2016	7	"Risaralda"
"1296"	"ZIKV"	68	35	2016	58	"Santander"
"1297"	"ZIKV"	70	35	2016	2	"Sucre"
"1298"	"ZIKV"	73	35	2016	13	"Tolima"
"1299"	"ZIKV"	76	35	2016	84	"Valle del Cauca"
"1300"	"ZIKV"	81	35	2016	4	"Arauca"
"1301"	"ZIKV"	85	35	2016	5	"Casanare"
"1302"	"ZIKV"	86	35	2016	1	"Putumayo"
"1303"	"ZIKV"	5	36	2016	8	"Antioquia"
"1304"	"ZIKV"	8	36	2016	4	"Atlantico"
"1305"	"ZIKV"	13	36	2016	1	"Bolivar"
"1306"	"ZIKV"	15	36	2016	5	"Boyaca"
"1307"	"ZIKV"	17	36	2016	1	"Caldas"
"1308"	"ZIKV"	18	36	2016	2	"Caqueta"
"1309"	"ZIKV"	19	36	2016	2	"Cauca"
"1310"	"ZIKV"	20	36	2016	3	"Cesar"
"1311"	"ZIKV"	23	36	2016	1	"Cordoba"
"1312"	"ZIKV"	25	36	2016	4	"Cundinamarca"
"1313"	"ZIKV"	27	36	2016	1	"Choco"
"1314"	"ZIKV"	41	36	2016	8	"Huila"
"1315"	"ZIKV"	44	36	2016	1	"Guajira"
"1316"	"ZIKV"	47	36	2016	2	"Magdalena"
"1317"	"ZIKV"	50	36	2016	9	"Meta"
"1318"	"ZIKV"	54	36	2016	15	"Norte Santander"
"1319"	"ZIKV"	63	36	2016	2	"Quindio"
"1320"	"ZIKV"	66	36	2016	5	"Risaralda"
"1321"	"ZIKV"	68	36	2016	43	"Santander"
"1322"	"ZIKV"	73	36	2016	14	"Tolima"
"1323"	"ZIKV"	76	36	2016	73	"Valle del Cauca"
"1324"	"ZIKV"	81	36	2016	5	"Arauca"
"1325"	"ZIKV"	85	36	2016	8	"Casanare"
"1326"	"ZIKV"	86	36	2016	1	"Putumayo"
"1327"	"ZIKV"	95	36	2016	2	"Guaviare"
"1328"	"ZIKV"	5	37	2016	5	"Antioquia"
"1329"	"ZIKV"	8	37	2016	2	"Atlantico"
"1330"	"ZIKV"	13	37	2016	3	"Bolivar"
"1331"	"ZIKV"	15	37	2016	1	"Boyaca"
"1332"	"ZIKV"	17	37	2016	6	"Caldas"
"1333"	"ZIKV"	18	37	2016	4	"Caqueta"
"1334"	"ZIKV"	19	37	2016	1	"Cauca"
"1335"	"ZIKV"	20	37	2016	5	"Cesar"
"1336"	"ZIKV"	25	37	2016	3	"Cundinamarca"
"1337"	"ZIKV"	27	37	2016	1	"Choco"
"1338"	"ZIKV"	41	37	2016	4	"Huila"
"1339"	"ZIKV"	44	37	2016	1	"Guajira"
"1340"	"ZIKV"	50	37	2016	9	"Meta"
"1341"	"ZIKV"	54	37	2016	6	"Norte Santander"
"1342"	"ZIKV"	66	37	2016	4	"Risaralda"
"1343"	"ZIKV"	68	37	2016	37	"Santander"
"1344"	"ZIKV"	70	37	2016	1	"Sucre"
"1345"	"ZIKV"	73	37	2016	7	"Tolima"
"1346"	"ZIKV"	76	37	2016	56	"Valle del Cauca"
"1347"	"ZIKV"	81	37	2016	2	"Arauca"
"1348"	"ZIKV"	85	37	2016	7	"Casanare"
"1349"	"ZIKV"	94	37	2016	1	"Guainia"
"1350"	"ZIKV"	5	38	2016	8	"Antioquia"
"1351"	"ZIKV"	8	38	2016	5	"Atlantico"
"1352"	"ZIKV"	13	38	2016	1	"Bolivar"
"1353"	"ZIKV"	15	38	2016	1	"Boyaca"
"1354"	"ZIKV"	17	38	2016	3	"Caldas"
"1355"	"ZIKV"	19	38	2016	4	"Cauca"
"1356"	"ZIKV"	20	38	2016	1	"Cesar"
"1357"	"ZIKV"	23	38	2016	3	"Cordoba"
"1358"	"ZIKV"	25	38	2016	5	"Cundinamarca"
"1359"	"ZIKV"	41	38	2016	8	"Huila"
"1360"	"ZIKV"	47	38	2016	3	"Magdalena"
"1361"	"ZIKV"	50	38	2016	11	"Meta"
"1362"	"ZIKV"	52	38	2016	2	"Narino"
"1363"	"ZIKV"	54	38	2016	9	"Norte Santander"
"1364"	"ZIKV"	66	38	2016	3	"Risaralda"
"1365"	"ZIKV"	68	38	2016	45	"Santander"
"1366"	"ZIKV"	70	38	2016	2	"Sucre"
"1367"	"ZIKV"	73	38	2016	10	"Tolima"
"1368"	"ZIKV"	76	38	2016	61	"Valle del Cauca"
"1369"	"ZIKV"	81	38	2016	4	"Arauca"
"1370"	"ZIKV"	85	38	2016	5	"Casanare"
"1371"	"ZIKV"	88	38	2016	2	"San Andres"
"1372"	"ZIKV"	91	38	2016	1	"Amazonas"
"1373"	"ZIKV"	5	39	2016	9	"Antioquia"
"1374"	"ZIKV"	8	39	2016	6	"Atlantico"
"1375"	"ZIKV"	13	39	2016	3	"Bolivar"
"1376"	"ZIKV"	15	39	2016	1	"Boyaca"
"1377"	"ZIKV"	17	39	2016	2	"Caldas"
"1378"	"ZIKV"	18	39	2016	1	"Caqueta"
"1379"	"ZIKV"	19	39	2016	3	"Cauca"
"1380"	"ZIKV"	20	39	2016	1	"Cesar"
"1381"	"ZIKV"	25	39	2016	4	"Cundinamarca"
"1382"	"ZIKV"	27	39	2016	2	"Choco"
"1383"	"ZIKV"	41	39	2016	2	"Huila"
"1384"	"ZIKV"	50	39	2016	5	"Meta"
"1385"	"ZIKV"	52	39	2016	2	"Narino"
"1386"	"ZIKV"	54	39	2016	5	"Norte Santander"
"1387"	"ZIKV"	63	39	2016	1	"Quindio"
"1388"	"ZIKV"	66	39	2016	2	"Risaralda"
"1389"	"ZIKV"	68	39	2016	40	"Santander"
"1390"	"ZIKV"	70	39	2016	1	"Sucre"
"1391"	"ZIKV"	73	39	2016	9	"Tolima"
"1392"	"ZIKV"	76	39	2016	57	"Valle del Cauca"
"1393"	"ZIKV"	85	39	2016	4	"Casanare"
"1394"	"ZIKV"	86	39	2016	1	"Putumayo"
"1395"	"ZIKV"	95	39	2016	1	"Guaviare"
"1396"	"ZIKV"	5	40	2016	11	"Antioquia"
"1397"	"ZIKV"	8	40	2016	5	"Atlantico"
"1398"	"ZIKV"	15	40	2016	2	"Boyaca"
"1399"	"ZIKV"	17	40	2016	1	"Caldas"
"1400"	"ZIKV"	19	40	2016	2	"Cauca"
"1401"	"ZIKV"	20	40	2016	6	"Cesar"
"1402"	"ZIKV"	23	40	2016	1	"Cordoba"
"1403"	"ZIKV"	25	40	2016	1	"Cundinamarca"
"1404"	"ZIKV"	41	40	2016	1	"Huila"
"1405"	"ZIKV"	44	40	2016	1	"Guajira"
"1406"	"ZIKV"	47	40	2016	1	"Magdalena"
"1407"	"ZIKV"	50	40	2016	6	"Meta"
"1408"	"ZIKV"	52	40	2016	2	"Narino"
"1409"	"ZIKV"	54	40	2016	9	"Norte Santander"
"1410"	"ZIKV"	63	40	2016	1	"Quindio"
"1411"	"ZIKV"	68	40	2016	31	"Santander"
"1412"	"ZIKV"	73	40	2016	7	"Tolima"
"1413"	"ZIKV"	76	40	2016	42	"Valle del Cauca"
"1414"	"ZIKV"	81	40	2016	1	"Arauca"
"1415"	"ZIKV"	85	40	2016	1	"Casanare"
"1416"	"ZIKV"	88	40	2016	2	"San Andres"
"1417"	"ZIKV"	5	41	2016	4	"Antioquia"
"1418"	"ZIKV"	8	41	2016	5	"Atlantico"
"1419"	"ZIKV"	13	41	2016	1	"Bolivar"
"1420"	"ZIKV"	15	41	2016	3	"Boyaca"
"1421"	"ZIKV"	18	41	2016	1	"Caqueta"
"1422"	"ZIKV"	19	41	2016	1	"Cauca"
"1423"	"ZIKV"	20	41	2016	2	"Cesar"
"1424"	"ZIKV"	23	41	2016	1	"Cordoba"
"1425"	"ZIKV"	25	41	2016	3	"Cundinamarca"
"1426"	"ZIKV"	41	41	2016	5	"Huila"
"1427"	"ZIKV"	50	41	2016	4	"Meta"
"1428"	"ZIKV"	52	41	2016	1	"Narino"
"1429"	"ZIKV"	54	41	2016	5	"Norte Santander"
"1430"	"ZIKV"	63	41	2016	1	"Quindio"
"1431"	"ZIKV"	66	41	2016	3	"Risaralda"
"1432"	"ZIKV"	68	41	2016	24	"Santander"
"1433"	"ZIKV"	70	41	2016	2	"Sucre"
"1434"	"ZIKV"	73	41	2016	11	"Tolima"
"1435"	"ZIKV"	76	41	2016	43	"Valle del Cauca"
"1436"	"ZIKV"	81	41	2016	2	"Arauca"
"1437"	"ZIKV"	85	41	2016	12	"Casanare"
"1438"	"ZIKV"	88	41	2016	1	"San Andres"
"1439"	"ZIKV"	5	42	2016	4	"Antioquia"
"1440"	"ZIKV"	8	42	2016	6	"Atlantico"
"1441"	"ZIKV"	15	42	2016	1	"Boyaca"
"1442"	"ZIKV"	17	42	2016	1	"Caldas"
"1443"	"ZIKV"	18	42	2016	1	"Caqueta"
"1444"	"ZIKV"	19	42	2016	2	"Cauca"
"1445"	"ZIKV"	20	42	2016	4	"Cesar"
"1446"	"ZIKV"	23	42	2016	2	"Cordoba"
"1447"	"ZIKV"	25	42	2016	3	"Cundinamarca"
"1448"	"ZIKV"	41	42	2016	4	"Huila"
"1449"	"ZIKV"	47	42	2016	3	"Magdalena"
